Norm,Topic,Agent,Stance,Argument
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Renewable Energy,Agent10,agree,Agent10 believes this because it aligns with societal values.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent1,neutral,Agent1 believes this because it ensures fairness.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent2,neutral,Agent2 believes this because it could infringe on individual freedoms.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent3,agree,Agent3 believes this because it encourages innovation.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent4,neutral,Agent4 believes this because it is too costly to implement.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent5,disagree,Agent5 believes this because it could infringe on individual freedoms.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent6,disagree,Agent6 believes this because it has significant economic benefits.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent7,disagree,Agent7 believes this because it lacks sufficient evidence to support it.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent8,agree,Agent8 believes this because it has significant economic benefits.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent9,disagree,Agent9 believes this because it could infringe on individual freedoms.
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Universal Basic Income,Agent10,disagree,Agent10 believes this because it encourages innovation.
A new rule in Freedom of Speech suggests that everyone has equal access to the benefits of this effort.,Freedom of Speech,Agent1,disagree,Agent1 believes this because it is too costly to implement.
A new rule in Freedom of Speech suggests that everyone has equal access to the benefits of this effort.,Freedom of Speech,Agent2,agree,Agent2 believes this because it has significant economic benefits.
A new rule in Freedom of Speech suggests that everyone has equal access to the benefits of this effort.,Freedom of Speech,Agent3,agree,Agent3 believes this because it is too costly to implement.
A new rule in Freedom of Speech suggests that everyone has equal access to the benefits of this effort.,Freedom of Speech,Agent4,neutral,Agent4 believes this because it has significant economic benefits.
A new rule in Freedom of Speech suggests that everyone has equal access to the benefits of this effort.,Freedom of Speech,Agent5,agree,Agent5 believes this because it promotes ethical practices.
A new rule in Freedom of Speech suggests that everyone has equal access to the benefits of this effort.,Freedom of Speech,Agent6,neutral,Agent6 believes this because it is too costly to implement.
A new rule in Freedom of Speech suggests that everyone has equal access to the benefits of this effort.,Freedom of Speech,Agent7,agree,Agent7 believes this because it aligns with societal values.
