Norm,Agent1,Agent2,Agent1_Stance,Agent2_Stance,Status
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent7,Agent8,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent7,Agent9,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent7,Agent10,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent8,Agent1,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent8,Agent2,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent8,Agent3,agree,disagree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent8,Agent4,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent8,Agent5,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent8,Agent6,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent8,Agent7,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent8,Agent9,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent8,Agent10,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent9,Agent1,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent9,Agent2,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent9,Agent3,agree,disagree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent9,Agent4,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent9,Agent5,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent9,Agent6,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent9,Agent7,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent9,Agent8,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent9,Agent10,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent10,Agent1,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent10,Agent2,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent10,Agent3,agree,disagree,attack
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent10,Agent4,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent10,Agent5,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent10,Agent6,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent10,Agent7,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent10,Agent8,agree,agree,defended
"In the context of Space Exploration, the norm states that international cooperation is mandatory for success.",Agent10,Agent9,agree,agree,defended
"In the context of Freedom of Speech, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent2,disagree,disagree,defended
"In the context of Freedom of Speech, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent3,disagree,disagree,defended
"In the context of Freedom of Speech, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent4,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent5,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent6,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent7,disagree,disagree,defended
"In the context of Freedom of Speech, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent8,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent9,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent10,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that this effort should not compromise personal freedoms.",Agent2,Agent1,disagree,disagree,defended
